year,q_no,part,topic_code,topic_name,form,answer_type,confidence,has_shared_stem,shared_stem,question_text
2019,57,Numerical Analysis,N4,"Central Difference Formulae - Gauss, Stirling, Bessel; Error Terms",PLAIN,NAME,A,N,,Gauss forward interpolation formula involves (a) even differences above the central line and odd differences on the central line (b) even differences below the central line and odd differences on the central line (c) odd differences below the central line and even differences on the central line (d) odd differences above the central line and even differences on the central line
2019,58,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,"The third divided difference of the polynomial $2x^2+1$ over the points $0,1,3,6$ is (a) 0 (b) 1 (c) 2 (d) 4"
2019,59,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,"A curve passes through $(0,18)$, $(1,10)$, $(3,-18)$, $(6,90)$. What is the slope of the curve at $x=2$ (using Lagrange's formula)? (a) $-16$ (b) $-8$ (c) 1 (d) 0"
2019,60,Numerical Analysis,N5,Inverse Interpolation,TBL,NUM,A,N,,"Consider the table where $y=f(x)$: | x | 10 | 15 | 20 | |---|---|---|---| | y | 1754 | 2648 | 3564 | What is the value of $x$ for $y=3000$, obtained by inverse interpolation (iterative method) with $h=5$? (a) 15.90 (b) 16.10 (c) 16.93 (d) 17.02"
2019,61,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,Which one of the following translates IP address to a readable manner such as website URLs? (a) DNS (b) SMTP (c) DHCP (d) POP
2019,62,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,Which one of the following is content-based addressable memory? (a) ROM (b) Cache memory (c) Associative memory (d) SRAM
2019,63,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",NEG,NAME,A,N,,Which one of the following systems does **not** share common memory and common bus? (a) Tightly coupled system (b) Distributed system (c) Batch system (d) Multiprogramming system
2019,64,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,Which one of the following network cables is capable of faster data transmission? (a) Thin Ethernet cable (b) Thick Ethernet cable (c) Fiber optic cable (d) UTP cable
2019,65,Computer Application and Data Processing,C8,"Computer Security: Virus, Antivirus, Firewall, Spyware, Malware",PLAIN,NAME,B,N,,"Which technique does a hacker use for listening to private voice or data transmission, often using a wiretap? (a) Spoofing (b) Snooping (c) Eavesdropping (d) Piggybacking"
2019,66,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,B,N,,The name of the network developed by the Government of India in public interest for various government activities is (a) ARPANET (b) NICNET (c) Quicknet (d) None of the above
2019,67,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,Which one of the following communication media supports higher Internet bandwidth? (a) UTP cable (b) Coaxial cable (c) Fiber optic cable (d) Thin Ethernet
2019,68,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,NAME,B,N,,A technique used by an OS for efficient management of memory space of a computer system is (a) paging (b) swapping (c) caching (d) debugging
2019,69,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",MSA,SEL,A,N,,"Which of the following are functions of an operating system? 1. Memory management 2. Device management 3. Security management (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2019,70,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,"Which type of memory is suitable for mobile phones, digital cameras and iPods? (a) Programmable ROM (b) Flash memory (c) RAM (d) Optical disk"
2019,71,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,EXPR,A,N,,"The value estimated for $\ln2$, obtained by applying the trapezoidal rule to $\int_1^2 \frac1x\,dx$ with two equal divisions of $[1,2]$, is (a) $\frac12$ (b) $\frac{17}{24}$ (c) $\frac{19}{24}$ (d) 1"
2019,72,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NAME,A,N,,"Simpson's one-third rule for evaluation of $\int_a^b f(x)\,dx$ requires the interval $[a,b]$ to be divided into (a) an even number of subintervals of equal width (b) an odd number of subintervals of equal width (c) any number of subintervals of equal width (d) any number of subintervals"
2019,73,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",TBL,NUM,A,N,,"Consider the table: | x | -1 | 0 | 1 | 2 | 3 | 4 | 5 | |---|---|---|---|---|---|---|---| | f(x) | 2 | 1 | 2 | 5 | 10 | 17 | 26 | The value of $\int_{-1}^5 f(x)\,dx$, computed by Simpson's $\frac38$th rule, is (a) 48 (b) 47 (c) 46 (d) 45"
2019,74,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,A,N,,"Consider the IVP $y'=y+2x-1$, $y(0)=1$, over $0\leq x\leq1$. The value of $y(0.2)$, obtained using Euler's method with $h=0.1$, is (a) 0 (b) 1 (c) 1.020 (d) 1.062"
2019,75,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,EXPR,A,N,,"The third approximation of the IVP $\frac{dy}{dx}=x+y$, $y(0)=1$, obtained using Picard's method, is (a) $1+x+x^2+\frac{x^3}{3}+\frac{x^4}{24}$ (b) $1+x+x^2+\frac{x^3}{6}$ (c) $1+x^2+\frac{x^3}{6}$ (d) $x+\frac{x^2}{2}+\frac{x^3}{3}$"
2019,76,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NAME,B,N,,"$f(x)$ has values $f(1)=4$, $f(2)=5$, $f(7)=5$, $f(8)=4$. Then $f(x)$ attains (a) maximum value at $x=4.5$ (b) minimum value at $x=4.5$ (c) neither maximum nor minimum for any $x$ (d) minimum value at $x=-4.5$"
2019,77,Numerical Analysis,N2,Interpolation - Newton-Gregory Forward & Backward (Equal Intervals),PLAIN,NUM,A,N,,"Let $f(x)=\log_{10}(1+x)$ with $x_0=1$, $x_1=1.1$. What is the approximate value of $f(1.04)$ by linear interpolation? [Given $\log_{10}2=0.301030$, $\log_{10}2.1=0.322219$] (a) 0.309506 (b) 0.095603 (c) 0.390506 (d) 0.090356"
2019,78,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,A,N,,"What is the approximate value of $y$ at $x=1.1$ for $\frac{dy}{dx}=3x+y^2$, obtained by Runge-Kutta method of second-order formula? [Given $y=1.2$ at $x=1$] (a) 1.722 (b) 1.644 (c) 1.044 (d) 1.022"
2019,79,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,EXPR,B,N,,"If $\delta$ is the central difference operator, what is $\frac12\delta^2 + \delta\sqrt{1+\frac{\delta^2}{4}}$ equal to? (a) $E+1$ (b) $\nabla$ (c) $\Delta$ (d) $\Delta+1$"
2019,80,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,"The third divided difference of $f(x)=x^3-2x$ with arguments $2,4,9,10$ is equal to (a) 23 (b) 21 (c) 15 (d) 1"
2020,1,Statistical Methods,S12,Non-parametric Tests,PLAIN,NUM,B,N,,"The value of the Kolmogorov–Smirnov statistic to test whether $0.32,0.16,0.98,0.16,0.08$ arise from $U(0,2)$ is (a) $0.16$ (b) $0.52$ (c) $0.64$ (d) $0.76$"
2020,2,Statistical Methods,S4,Bivariate & Multivariate Data; Association & Contingency,TBL,NUM,A,N,,"Contingency table (Material vs. Leakage): | | A | B | C | D | E | Total | |---|---|---|---|---|---|---| | Leaked | 36 | 22 | $X_1$ | $X_2$ | 42 | 200 | | Not leaked | 90 | $Y$ | 46 | 78 | 168 | 400 | Column totals for materials C and D are equal. What are $X_1,X_2,Y$? (a) $66,34,18$ (b) $34,66,18$ (c) $70,30,20$ (d) $30,70,20$"
2020,3,Statistical Methods,S12,Non-parametric Tests,PLAIN,NAME,B,N,,"In a clinical trial, $n$ persons had cream $A$ on one randomly chosen arm and cream $B$ on the other. Which test examines the difference (response is continuous)? (a) Two-sample Kolmogorov–Smirnov test (b) Two-sample $t$-test if normality can be assumed (c) Paired $t$-test if normality can be assumed (d) Test for randomness"
2020,4,Statistical Methods,S10,"Sampling Distributions: Sample Mean, Sample Variance, t, Chi-square, F",PLAIN,SEL,C,N,,"If $X\sim F(5,10)$: 1. $E(X)>1$. 2. Mode of $X>1$. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2020,5,Statistical Methods,S12,Non-parametric Tests,PLAIN,NUM,B,N,,"In 30 tosses of a coin, the sequence obtained is: $$\text{H T T H T H H H T H H T T H T H T H H T H T T H T H H T H T}$$ The number of runs is (a) $30$ (b) $22$ (c) $20$ (d) $28$"
2020,6,Statistical Methods,S12,Non-parametric Tests,PLAIN,NAME,A,N,,"A manufacturer claims a product's lifetime exceeds 250 hours, to be verified from 24 observed lifetimes. Which test can be used? (a) Sign test (b) Mann–Whitney U test (c) Median test (d) Kolmogorov–Smirnov test"
2020,7,Statistical Methods,S13,"Order Statistics - Minimum, Maximum, Range, Median",PLAIN,NAME,A,N,,"If $X_{(r)}$ is the $r$th order statistic from a sample of size $n$ from a continuous c.d.f. $F(x)$, then $F(X_{(r)})$ is the $r$th order statistic in a sample of size $n$ from the (a) Uniform distribution over $(-1,+1)$ (b) Uniform distribution over $(0,1)$ (c) Normal distribution (d) Exponential distribution"
2020,8,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,NAME,A,N,,"Let $r_{ij}$ denote the correlation between $X_i,X_j$. If $r_{12}=\sin^2\theta,\ r_{13}=\cos\theta,\ r_{23}=\sin\theta$ ($-\pi\le\theta\le\pi$), the partial correlation $r_{12.3}$ is (a) $2\csc2\theta$ (b) $-2\csc2\theta$ (c) $\tan\theta-1$ (d) $2\cot2\theta$"
2020,9,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,SEL,A,N,,"When two judges rank two individuals only, Spearman's rank correlation coefficient can assume the values (a) $-1$ and $0$ only (b) $-1$ and $1$ only (c) $0$ and $1$ only (d) $-1,0$ and $1$"
2020,10,Statistical Methods,S13,"Order Statistics - Minimum, Maximum, Range, Median",PLAIN,NUM,C,N,,"$X_1,\ldots,X_5$ are five independent observations from a continuous distribution with c.d.f. $F(x)$ and p.d.f. $f(x)$. What is the p.d.f. of the sample median? (a) $5[F(x)]^4f(x)$ (b) $5[1-F(x)]^4f(x)$ (c) $5[1-F(x)]^2[F(x)]^2f(x)$ (d) $30[1-F(x)]^2[F(x)]^2f(x)$"
2020,11,Statistical Methods,S2,Measures of Location & Dispersion,MSA,SEL,B,N,,"Consider the following statements: 1. If original scores are multiplied by a constant, mean and standard deviation are also multiplied by that constant. 2. If original scores are multiplied by a constant, the SD is multiplied by the absolute value of the constant. 3. If a constant is added to each score, the SD remains unchanged. (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2020,12,Statistical Methods,S4,Bivariate & Multivariate Data; Association & Contingency,MSA,SEL,B,N,,"For attributes, the relations: 1. $(AB)>(A)$ 2. $(AB)<(A)+(B)-N$ 3. $(ABC)>(AB)+(AC)+(BC)-(A)-(B)-(C)+N$ Which are correct for **inconsistency** of data? (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2020,13,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,NAME,A,N,,"If $D=X-Y$ and $S_D^2=S_X^2+S_Y^2$, the correlation coefficient $r$ between $X,Y$ is (a) greater than zero but not equal to one (b) less than zero (c) equal to zero (d) equal to one"
2020,14,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,NUM,A,N,,"$X$ has finite variance $\sigma^2$. If $Y=20-X$, the correlation between $X$ and $(X+Y)X$ is (a) $-1$ (b) $0$ (c) $1/20$ (d) $1$"
2020,15,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",MSA,SEL,C,N,,The correlation coefficient in a bivariate set-up is $0.7$. 1. The percentage of variation in the dependent variable explained by the independent variable is 49. 2. Both regression coefficients are positive. 3. Both regression coefficients are negative. (a) 1 only (b) 1 and 2 (c) 1 and 3 (d) 2 only
2020,16,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,EXPR,A,N,,"In a trivariate distribution, if $r_{12}=r_{23}=r_{31}=\rho\ne1$, the value of $R_{1.23}$ is (a) $\dfrac{\rho}{\sqrt{1+\rho}}$ (b) $\dfrac{1}{\sqrt{1+\rho}}$ (c) $\dfrac{1}{1+\rho}$ (d) $\dfrac{\sqrt2\,\rho}{\sqrt{1+\rho}}$"
2020,17,Probability,P7,Distributions of Functions of Random Variables,PLAIN,NAME,C,N,,"$X,Y$ are independent standard normal. The distribution of $U=\left(\dfrac{X-Y}{X+Y}\right)^2$ is (a) Chi-square with 2 df (b) Chi-square with 1 df (c) $F$ with $(2,2)$ df (d) $F$ with $(1,1)$ df"
2020,18,Statistical Methods,S11,Tests of Significance & Small Sample Tests,PLAIN,NUM,B,N,,"The df of the $F$-statistic for testing equality of variances of two normal populations (unknown means), from independent samples of sizes 20 and 37, are (a) $18$ and $35$ (b) $19$ and $36$ (c) $20$ and $37$ (d) $21$ and $38$"
2020,19,Statistical Methods,S12,Non-parametric Tests,PLAIN,NUM,A,N,,"To test whether the upper 60th percentile of a continuous distribution equals 25 or less, the sign test (sample size 10) rejects $H_0$ if the number of observations larger than 25 is $\ge7$. Given $(0.6)^7\approx0.028$, the size of the test is approximately (a) $0.04$ (b) $0.05$ (c) $0.10$ (d) $0.38$"
2020,20,Statistical Methods,S13,"Order Statistics - Minimum, Maximum, Range, Median",PLAIN,EXPR,C,N,,"Ten runners' finishing times (seconds) are i.i.d. $U(10,11)$, independent of each other. The expected time of the winner is (a) $10\dfrac{1}{11}$ (b) $10\dfrac{1}{10}$ (c) $10\dfrac19$ (d) $10\dfrac12$"
2020,21,Probability,P1,"Classical & Axiomatic Probability, Consequences",MSA,SEL,A,N,,"Consider the following statements: 1. If ordered samples of size $r$ are drawn from $n$ elements, there are $n(n-1)(n-2)\cdots(n-r+1)$ samples without replacement. 2. If $n$ distinguishable balls are randomly placed in $n$ cells, the probability that each cell is occupied is $1$. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2020,22,Probability,P2,"Conditional Probability, Law of Total Probability, Bayes' Theorem",MSA,SEL,B,N,,A die is loaded so each odd number is twice as likely as each even number. $A$: number $>3$. $B$: number is a perfect square. 1. $P(B)=1/3$. 2. $P(B\mid A)=1/2$. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2020,23,Probability,P3,Random Variables & Distribution Functions,PLAIN,NUM,A,N,,"If $p(x)=kp^x$, $0<p<1$, $x=0,2,4,6,\ldots$, the value of $k$ for which $p(x)$ is a p.m.f. is (a) $1-p$ (b) $p$ (c) $1-p^2$ (d) $p^2$"
2020,24,Probability,P7,Distributions of Functions of Random Variables,MSA,SEL,C,N,,"$X,Y$ are independent normal with means $1,2$ and SDs $3,4$. $Z=X-Y$. 1. Median and SD of $Z$ are $-1$ and $5$ respectively. 2. $P(Z+1<0)=0.5$. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2020,25,Probability,P4,Standard Discrete Distributions,PLAIN,NAME,A,N,,Distributions possessing the lack-of-memory property are (a) Gamma and Beta distributions (b) Beta and Geometric distributions (c) Geometric and Exponential distributions (d) Exponential and Cauchy distributions
2020,26,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,N,,"$X,Y$ have joint p.d.f. $f(x,y)=6(1-x-y)$ for $x>0,y>0,x+y<1$ (else $0$). What is $P(X\ge0.4)$? (a) $0.21$ (b) $0.25$ (c) $0.31$ (d) $0.35$"
2020,27,Probability,P8,Mathematical Expectation & Conditional Expectation,PLAIN,NUM,C,N,,"The mean of $f(x)=12x^2(1-x),\ 0\le x\le1$ (else $0$), is (a) $0.5$ (b) $0.6$ (c) $0.7$ (d) $0.8$"
2020,28,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,N,,$Y$ has p.d.f. $f(y)=e^y$ if $y<0$ (else $0$). The MGF $M_Y(t)$ of $Y$ is (a) $\dfrac{1}{1-t}$ for $t<1$ (b) $\dfrac{1}{1-|t|}$ for all $t$ (c) $\dfrac{1}{1+t}$ for $t>-1$ (d) $\dfrac{1}{1+|t|}$ for all $t$
2020,29,Probability,P12,Tchebycheff's & Kolmogorov's Inequalities,PLAIN,EXPR,B,N,,"$X$ is a non-negative random variable with finite, nonzero mean $\mu$. For every $t>0$: (a) $P(X\ge t\mu)\ge1/(t\mu)$ (b) $P(X\ge t\mu)\le1/t$ (c) $P(X\le t\mu)\le1/(t\mu)$ (d) $P(X\le t\mu)\ge1/t$"
2020,30,Probability,P2,"Conditional Probability, Law of Total Probability, Bayes' Theorem",MSA,SEL,B,N,,"Events $A,B$ with $P(A)=1/4,\ P(B\mid A)=1/2,\ P(A\mid B)=1/4$. Let $X=1$ if $A$ occurs (else 0), $Y=1$ if $B$ occurs (else 0). 1. $P(X^2+Y^2=1)=1/4$. 2. $P(XY=X^2Y^2)=1$. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2020,31,Statistical Methods,S6,Bivariate Normal Distribution,NEG,EXPR,A,N,,"A bivariate normal random vector $(X,Y)$ with $V(X)=2,\ V(Y)=3,\ \text{Cov}(X,Y)=\alpha$ does **not** possess a density function. Then (a) $\alpha=0$ (b) $\alpha=\pm\sqrt6$ (c) $|\alpha|<\sqrt6$ (d) $|\alpha|>6$"
2020,32,Probability,P10,Modes of Convergence of Sequences of Random Variables,PLAIN,NAME,A,N,,"$U\sim U(0,1)$. The sequence $X_n=\sqrt n$ if $0<U<1/n^2$ (else $0$), $n\ge1$, converges (a) both with probability one and in mean square (b) with probability one but not in mean square (c) in mean square but not with probability one (d) neither with probability one nor in mean square"
2020,33,Probability,P3,Random Variables & Distribution Functions,PLAIN,EXPR,A,N,,"The function $$F(x)=\begin{cases}0, & x<0\\[2pt] x/2, & 0\le x<1\\[2pt] (1-\alpha)x+2\alpha-1, & 1\le x<2\\[2pt] 1, & x\ge2\end{cases}$$ is a distribution function if and only if (a) $0<\alpha<\dfrac12$ (b) $\dfrac12\le\alpha\le1$ (c) $0\le\alpha\le1$ (d) $\alpha=\dfrac12$"
2020,34,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,A,N,,"The maximum possible probability an exponential distribution (any parameter) can give to the interval $[3,6]$ is (a) $\dfrac12$ (b) $\dfrac13$ (c) $\dfrac14$ (d) $\dfrac23$"
2020,35,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,N,,The p.g.f. of a Poisson distribution has value $e^{-1}$ at $2/3$. The mean of the distribution is (a) $e^{-2/3}$ (b) $\dfrac23$ (c) $\dfrac32$ (d) $3$
2020,36,Probability,P3,Random Variables & Distribution Functions,PLAIN,NAME,A,N,,"The function $$F(x)=\begin{cases}0, & x<0\\[2pt] x/3, & 0\le x<2\\[2pt] (1-\alpha)x+3\alpha-2, & 2\le x<3\\[2pt] 1, & x\ge3\end{cases}$$ is the distribution function of a continuous random variable (a) for all $\alpha\in(0,1)$ (b) for all $\alpha\in(2/3,1)$ (c) for all $\alpha\in[2/3,1]$ (d) iff $\alpha=2/3$"
2020,37,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NAME,A,N,,"The function $$F(x,y)=\begin{cases}\alpha, & x,y>0;\ x+y<1\\ 1, & x,y>0;\ x+y\ge1\\ 0, & \text{otherwise}\end{cases}$$ is the c.d.f. of a random vector $(X,Y)$ (a) for no real value of $\alpha$ (b) iff $0<\alpha<1$ (c) iff $0\le\alpha<1$ (d) iff $0<\alpha\le1$"
2020,38,Probability,P7,Distributions of Functions of Random Variables,PLAIN,EXPR,C,N,,"The random vector $(X,Y,Z)$ has density $f$ on $\mathbb{R}^3$. The random vector $\left(\dfrac{X+Y}{2},\dfrac{Y+Z}{2},\dfrac{Z+X}{2}\right)$ has density (a) $g(u,v,w)=f(u-v+w,\ u+v-w,\ -u+v+w)$ (b) $g(u,v,w)=4f(u-v+w,\ u+v-w,\ -u+v+w)$ (c) $g(u,v,w)=4f\!\left(\dfrac{u-v+w}{2},\dfrac{u+v-w}{2},\dfrac{-u+v+w}{2}\right)$ (d) $g(u,v,w)=8f\!\left(\dfrac{u-v+w}{2},\dfrac{u+v-w}{2},\dfrac{-u+v+w}{2}\right)$"
2020,39,Probability,P8,Mathematical Expectation & Conditional Expectation,PLAIN,EXPR,C,N,,"If $X\sim\text{Binomial}(n=3,p=1/3)$, what is $E\!\left(\dfrac{X}{X+1}\right)$? (a) $\dfrac{43}{108}$ (b) $\dfrac{5}{12}$ (c) $\dfrac{47}{108}$ (d) $\dfrac{49}{108}$"
2020,40,Probability,P2,"Conditional Probability, Law of Total Probability, Bayes' Theorem",PLAIN,NUM,B,N,,"A company makes bulbs at factories A, B, C. A: 40% of output, 2% defective. B: 35%, 4% defective. C: 25%, 3% defective. Given a defective bulb, the probability it is from A is (a) $0.20$ (b) $0.25$ (c) $0.27$ (d) $0.47$"
2020,41,Computer Application and Data Processing,C2,"Hardware: Input, Output & Peripheral Devices",PLAIN,NAME,A,N,,Which devices are paired to form a terminal? (a) Keyboard and display monitor (b) Keyboard and printer (c) Printer and display monitor (d) Projector and printer
2020,42,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",MSA,SEL,B,N,,"Consider the following statements about an expression: 1. The operators `+` and `-` must be followed by an operand. 2. Two arithmetic operators must not appear side by side. 3. The number of left brackets must equal the number of right brackets. (a) 1 and 3 only (b) 1 and 2 only (c) 2 and 3 only (d) 1, 2 and 3"
2020,43,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,PLAIN,SEL,A,N,,Which are weighted codes? 1. BCD code 2. GRAY code 3. ASCII code 4. 8421 code (a) 1 and 3 only (b) 1 and 4 only (c) 3 and 4 only (d) 2 and 3 only
2020,44,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",NEG,NAME,A,N,,Which is *not* an application-layer protocol? (a) ARP (b) FTP (c) DNS (d) SNMP
2020,45,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,PLAIN,NAME,A,N,,Which is the most popular method for representing negative numbers in a computer system? (a) One's complement (b) Signed magnitude (c) Two's complement (d) Floating-point system
2020,46,Computer Application and Data Processing,C2,"Hardware: Input, Output & Peripheral Devices",PLAIN,SEL,A,N,,"Which are optical character recognition devices? 1. OCR 2. OMR 3. MICR (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2020,47,Computer Application and Data Processing,C6,"Languages, Compiler, Assembler, Interpreter; Low & High Level",PLAIN,NAME,B,N,,Which language was designed to work with Microsoft's .NET platform? (a) Python (b) Visual Basic (c) Java (d) C#
2020,48,Computer Application and Data Processing,C2,"Hardware: Input, Output & Peripheral Devices",PLAIN,NAME,A,N,,What is the main function of an input device in a computer? (a) Receiving data from a computer (b) Providing data to a computer (c) Storing data for processing (d) Processing the data
2020,49,Computer Application and Data Processing,C2,"Hardware: Input, Output & Peripheral Devices",PLAIN,SEL,A,N,,"Which components are internal to a Cathode Ray Tube monitor? 1. Electron gun 2. Electromagnetic coils 3. Screen (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2020,50,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,PLAIN,NUM,A,N,,"In the hexadecimal system, the binary number $(111110111.110101)_2$ is equivalent to (a) $(2F7.C4)_{16}$ (b) $(1F7.D5)_{16}$ (c) $(1F7.D4)_{16}$ (d) $(2F7.D4)_{16}$"
2020,51,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,PLAIN,NUM,A,N,,Which decimal number corresponds to 8421-BCD representation $010100100001.0110$? (a) $573.4$ (b) $531.6$ (c) $521.6$ (d) $421.6$
2020,52,Computer Application and Data Processing,C8,"Computer Security: Virus, Antivirus, Firewall, Spyware, Malware",PLAIN,NAME,A,N,,What technology is used to hide information inside a picture? (a) Root kits (b) Bit mapping (c) Steganography (d) Image rendering
2020,53,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",NEG,NAME,A,N,,Which is *not* a web browser? (a) Google Chrome (b) Microsoft Internet Explorer (c) Apple iOS (d) Mozilla Firefox
2020,54,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",NEG,NAME,A,N,,Programs stored in which memory can *not* be erased? (a) RAM (b) ROM (c) Virtual memory (d) Cache memory
2020,55,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,One Gigabyte (GB) equals (a) $1024\times1024$ Megabytes (b) $1024\times1024$ Terabytes (c) $1024\times1024$ Bytes (d) $1024\times1024$ Kilobytes
2020,56,Computer Application and Data Processing,C8,"Computer Security: Virus, Antivirus, Firewall, Spyware, Malware",PLAIN,NAME,B,N,,ISO 27001 is a specification/standard for (a) Quality Management (b) Information Security Management (c) Environmental Management (d) Health Management
2020,57,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,Which is the wireless technology standard? (a) IEEE 803.11b (b) IEEE 803.11e (c) IEEE 801.11c (d) IEEE 802.11b
2020,58,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,A sequential electronic circuit used to store 1 bit of information is called a (a) Register (b) Flip-flop (c) Counter (d) Semiconductor
2020,59,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,NEG,NUM,A,N,,Which is *not* a valid hexadecimal number? (a) $12345$ (b) $1AB9F$ (c) $15F6G$ (d) $1A3BC$
2020,60,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,Which is used to store data permanently? (a) Primary memory (b) Secondary memory (c) Cache memory (d) Register
2020,61,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NAME,A,N,,"If a new interpolation value is later inserted, which method handles this without recalculating the whole formula? (a) Lagrange's formula (b) Newton's forward formula (c) Newton's divided difference formula (d) All methods are the same"
2020,62,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NAME,A,N,,"To solve $\displaystyle\int_0^1(1+x)\,dx$ by numerical integration, which method is best? (a) Trapezoidal rule (b) Simpson's one-third rule (c) Simpson's three-eighth rule (d) Weddle's rule"
2020,63,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,B,N,,What is $\delta^2y_5$ equal to? ($\delta$ = central difference operator) (a) $y_6-y_5+y_4$ (b) $y_6-2y_5+y_4$ (c) $y_6+y_5$ (d) $y_6-4y_2+y_3$
